,Month,Longitude,Latitude,hours,minutes,crime,Cluster_Index,danger_index
5140,2014-04,-2.949867,53.491685,15,37,Violence and Offence,2,169
5141,2014-04,-2.973164,53.503255,3,14,Violence and Offence,2,169
5142,2014-04,-2.954108,53.491921,11,7,Rape,2,169
5143,2014-04,-2.995997,53.499705,12,51,Rape,2,169
5144,2014-04,-3.0439,53.485894,20,46,Robery,2,169
5145,2014-04,-3.046301,53.482394,10,8,Chain,2,169
5146,2014-04,-3.053185,53.490199,1,54,Murder,2,169
5147,2014-04,-3.045401,53.485027,7,41,Pick,2,169
5148,2014-04,-3.034524,53.492618,16,7,Robery,2,169
5149,2014-04,-3.034524,53.492618,2,57,Violence and Offence,2,169
5150,2014-04,-3.034524,53.492618,22,52,Violence and Offence,2,169
5151,2014-04,-3.038986,53.491995,4,45,HNT,2,169
5152,2014-04,-3.040922,53.499655,17,11,HNT,2,169
5153,2014-04,-3.044905,53.499171,13,14,Robery,2,169
5154,2014-04,-3.040922,53.499655,3,42,Kidnap,2,169
5155,2014-04,-3.040922,53.499655,22,1,Murder,2,169
5156,2014-04,-3.027962,53.493025,9,47,Pick,2,169
5157,2014-04,-3.029736,53.489118,20,10,Pick,2,169
5158,2014-04,-3.027962,53.493025,19,52,HNT,2,169
5159,2014-04,-3.029351,53.49189,3,31,Robery,2,169
5160,2014-04,-3.029046,53.49049,22,34,Kidnap,2,169
5161,2014-04,-3.029351,53.49189,16,8,Robery,2,169
5162,2014-04,-3.026337,53.491907,0,22,Pick,2,169
5163,2014-04,-3.030892,53.49078,7,16,Rape,2,169
5164,2014-04,-3.029925,53.490671,18,42,Violence and Offence,2,169
5165,2014-04,-3.038378,53.486859,19,2,Rape,2,169
5166,2014-04,-3.039912,53.487367,18,48,Violence and Offence,2,169
5167,2014-04,-3.045844,53.494452,10,28,Kidnap,2,169
5168,2014-04,-3.032507,53.496456,6,5,Rape,2,169
5169,2014-04,-3.037957,53.495537,8,34,Chain,2,169
5170,2014-04,-3.037957,53.495537,13,16,Rape,2,169
5171,2014-04,-2.967271,53.493433,1,42,HNT,2,169
5172,2014-04,-2.966326,53.490996,22,4,Robery,2,169
5173,2014-04,-2.966326,53.490996,17,52,Murder,2,169
5174,2014-04,-2.967271,53.493433,3,55,Pick,2,169
5175,2014-04,-2.966326,53.490996,17,31,Chain,2,169
5176,2014-04,-2.966326,53.490996,0,39,Rape,2,169
5177,2014-04,-2.970988,53.489861,19,12,Murder,2,169
5178,2014-04,-2.97054,53.488732,13,32,Violence and Offence,2,169
5179,2014-04,-2.966326,53.490996,18,26,Pick,2,169
5180,2014-04,-2.967271,53.493433,21,29,Kidnap,2,169
5181,2014-04,-2.970939,53.491003,18,44,HNT,2,169
5182,2014-04,-2.978084,53.489066,10,36,Kidnap,2,169
5183,2014-04,-2.971434,53.488258,16,18,Violence and Offence,2,169
5184,2014-04,-2.975607,53.488853,4,46,Rape,2,169
5185,2014-04,-2.978084,53.489066,2,46,Pick,2,169
5186,2014-04,-2.978084,53.489066,3,41,HNT,2,169
5187,2014-04,-2.976587,53.488863,18,27,Kidnap,2,169
5188,2014-04,-2.972834,53.488876,8,3,Pick,2,169
5189,2014-04,-2.975607,53.488853,9,24,Violence and Offence,2,169
5190,2014-04,-2.975167,53.490717,20,8,Kidnap,2,169
5191,2014-04,-2.975167,53.490717,8,57,Murder,2,169
5192,2014-04,-2.978084,53.489066,16,28,Robery,2,169
5193,2014-04,-2.976587,53.488863,8,28,Murder,2,169
5194,2014-04,-2.976587,53.488863,3,26,Rape,2,169
5195,2014-04,-2.976587,53.488863,1,13,Violence and Offence,2,169
5196,2014-04,-2.980707,53.487148,7,36,HNT,2,169
5197,2014-04,-2.9829,53.490097,8,33,Murder,2,169
5198,2014-04,-2.9829,53.490097,14,52,Pick,2,169
5199,2014-04,-2.9829,53.490097,0,53,Robery,2,169
5200,2014-04,-2.9829,53.490097,0,49,Robery,2,169
5201,2014-04,-2.9829,53.490097,8,51,Robery,2,169
5202,2014-04,-2.9829,53.490097,1,45,Pick,2,169
5203,2014-04,-2.9829,53.490097,3,17,Murder,2,169
5204,2014-04,-2.9829,53.490097,19,23,HNT,2,169
5205,2014-04,-2.98557,53.48887,14,35,Violence and Offence,2,169
5206,2014-04,-2.986349,53.48801,22,39,Murder,2,169
5207,2014-04,-2.98557,53.48887,18,44,Violence and Offence,2,169
5208,2014-04,-2.967339,53.494448,22,4,Violence and Offence,2,169
5209,2014-04,-2.967339,53.494448,2,39,Kidnap,2,169
5210,2014-04,-2.975287,53.493961,5,21,Chain,2,169
5211,2014-04,-2.978928,53.494309,11,27,Violence and Offence,2,169
5212,2014-04,-2.978928,53.494309,18,50,Robery,2,169
5213,2014-04,-2.978928,53.494309,14,15,Robery,2,169
5214,2014-04,-2.967339,53.494448,0,50,Pick,2,169
5215,2014-04,-2.978928,53.494309,19,29,Kidnap,2,169
5216,2014-04,-2.971669,53.493937,7,48,Rape,2,169
5217,2014-04,-2.984466,53.491971,22,2,Chain,2,169
5218,2014-04,-2.981265,53.490443,1,53,Violence and Offence,2,169
5219,2014-04,-2.984374,53.493222,21,16,Rape,2,169
5220,2014-04,-2.983631,53.491052,16,18,Kidnap,2,169
5221,2014-04,-2.980027,53.491639,7,17,Pick,2,169
5222,2014-04,-2.983062,53.493844,14,19,Kidnap,2,169
5223,2014-04,-2.983062,53.493844,9,6,Rape,2,169
5224,2014-04,-2.983631,53.491052,15,29,Pick,2,169
5225,2014-04,-2.981265,53.490443,8,5,Robery,2,169
5226,2014-04,-2.986374,53.491686,4,10,HNT,2,169
5227,2014-04,-3.002903,53.488888,11,33,Pick,2,169
5228,2014-04,-3.002903,53.488888,16,50,Rape,2,169
5229,2014-04,-2.99351,53.489389,10,39,Chain,2,169
5230,2014-04,-2.99351,53.489389,3,11,HNT,2,169
5231,2014-04,-2.997447,53.493374,3,32,Pick,2,169
5232,2014-04,-3.002903,53.488888,16,30,Chain,2,169
5233,2014-04,-2.99351,53.489389,1,19,HNT,2,169
5234,2014-04,-2.997447,53.493374,21,32,Murder,2,169
5235,2014-04,-2.99351,53.489389,15,34,Robery,2,169
5236,2014-04,-2.993814,53.488235,12,24,HNT,2,169
5237,2014-04,-3.002903,53.488888,3,39,Chain,2,169
5238,2014-04,-2.992845,53.488019,7,48,Pick,2,169
5239,2014-04,-2.99351,53.489389,10,20,Pick,2,169
5240,2014-04,-2.99351,53.489389,17,51,Rape,2,169
5241,2014-04,-2.993814,53.488235,18,22,Violence and Offence,2,169
5242,2014-04,-2.992845,53.488019,2,29,Pick,2,169
5243,2014-04,-2.992845,53.488019,21,16,Chain,2,169
5244,2014-04,-2.999933,53.484373,11,10,Rape,2,169
5245,2014-04,-2.999933,53.484373,11,8,Kidnap,2,169
5246,2014-04,-2.997592,53.482226,0,26,HNT,2,169
5247,2014-04,-2.997592,53.482226,1,22,Pick,2,169
5248,2014-04,-2.999096,53.482753,8,31,Chain,2,169
5249,2014-04,-2.997592,53.482226,6,49,Pick,2,169
5250,2014-04,-2.999096,53.482753,9,36,Robery,2,169
5251,2014-04,-2.997592,53.482226,14,3,Violence and Offence,2,169
5252,2014-04,-2.999841,53.483044,0,8,Kidnap,2,169
5253,2014-04,-3.000922,53.481587,7,21,HNT,2,169
5254,2014-04,-2.999933,53.484373,19,40,Kidnap,2,169
5255,2014-04,-2.999933,53.484373,10,54,Violence and Offence,2,169
5256,2014-04,-2.999933,53.484373,14,50,Rape,2,169
5257,2014-04,-2.997592,53.482226,8,16,Chain,2,169
5258,2014-04,-2.999933,53.484373,9,1,Kidnap,2,169
5259,2014-04,-3.000922,53.481587,0,39,Murder,2,169
5260,2014-04,-2.998927,53.484525,13,51,Kidnap,2,169
5261,2014-04,-2.999933,53.484373,2,46,Robery,2,169
5262,2014-04,-2.999096,53.482753,22,45,Robery,2,169
5263,2014-04,-3.000194,53.481387,15,56,Rape,2,169
5264,2014-04,-2.999096,53.482753,9,19,Murder,2,169
5265,2014-04,-2.999933,53.484373,12,43,HNT,2,169
5266,2014-04,-2.992326,53.497452,5,34,Chain,2,169
5267,2014-04,-2.993954,53.496792,3,0,Pick,2,169
5268,2014-04,-3.000573,53.493626,13,1,HNT,2,169
5269,2014-04,-2.993954,53.496792,2,3,Kidnap,2,169
5270,2014-04,-3.000573,53.493626,4,11,Pick,2,169
5271,2014-04,-2.993954,53.496792,7,22,HNT,2,169
5272,2014-04,-3.000573,53.493626,1,20,Kidnap,2,169
5273,2014-04,-2.993954,53.496792,19,15,HNT,2,169
5274,2014-04,-2.995645,53.498809,15,3,Violence and Offence,2,169
5275,2014-04,-2.999577,53.492943,9,46,Rape,2,169
5276,2014-04,-3.000573,53.493626,10,24,Murder,2,169
5277,2014-04,-2.999325,53.496981,7,20,Robery,2,169
5278,2014-04,-3.004856,53.48799,2,15,Violence and Offence,2,169
5279,2014-04,-3.006182,53.488608,20,43,Pick,2,169
5280,2014-04,-3.004856,53.48799,11,3,Pick,2,169
5281,2014-04,-3.004856,53.48799,11,9,Kidnap,2,169
5282,2014-04,-3.002184,53.490359,17,6,Kidnap,2,169
5283,2014-04,-3.003967,53.489256,16,31,Violence and Offence,2,169
5284,2014-04,-3.002184,53.490359,11,33,HNT,2,169
5285,2014-04,-3.012934,53.487994,12,22,Murder,2,169
5286,2014-04,-3.004856,53.48799,22,47,Robery,2,169
5287,2014-04,-2.990211,53.485578,3,17,Violence and Offence,2,169
5288,2014-04,-2.991993,53.484475,9,33,Pick,2,169
5289,2014-04,-2.991993,53.484475,5,27,Pick,2,169
5290,2014-04,-2.991993,53.484475,6,29,Rape,2,169
5291,2014-04,-2.990091,53.484329,20,21,Pick,2,169
5292,2014-04,-2.988547,53.487272,12,17,Robery,2,169
5293,2014-04,-2.990211,53.485578,19,23,Pick,2,169
5294,2014-04,-2.99058,53.48526,6,6,Rape,2,169
5295,2014-04,-2.991993,53.484475,13,26,Pick,2,169
5296,2014-04,-2.990091,53.484329,1,14,Kidnap,2,169
5297,2014-04,-2.99058,53.48526,14,1,Chain,2,169
5298,2014-04,-2.991993,53.484475,16,27,Chain,2,169
5299,2014-04,-2.99233,53.485344,22,32,Murder,2,169
5300,2014-04,-2.993396,53.485156,22,26,Pick,2,169
5301,2014-04,-2.99058,53.48526,15,57,Murder,2,169
5302,2014-04,-2.993842,53.484262,16,43,Rape,2,169
5303,2014-04,-2.993842,53.484262,5,47,Kidnap,2,169
5304,2014-04,-2.993842,53.484262,12,23,HNT,2,169
5305,2014-04,-2.993842,53.484262,9,56,Violence and Offence,2,169
5306,2014-04,-2.991441,53.487302,7,45,Rape,2,169
5307,2014-04,-2.991696,53.483983,7,42,Robery,2,169
5308,2014-04,-2.993206,53.483476,22,37,Chain,2,169
5309,2014-04,-2.991441,53.487302,6,51,Kidnap,2,169
5310,2014-04,-3.024904,53.493726,14,36,HNT,2,169
5311,2014-04,-3.018213,53.495077,4,30,Chain,2,169
5312,2014-04,-3.024904,53.493726,13,42,Kidnap,2,169
5313,2014-04,-3.020928,53.49198,16,25,Kidnap,2,169
5314,2014-04,-3.017603,53.493491,12,34,Chain,2,169
5315,2014-04,-3.025158,53.493022,2,2,Violence and Offence,2,169
5316,2014-04,-3.026359,53.492823,6,4,Pick,2,169
5317,2014-04,-3.026359,53.492823,20,23,HNT,2,169
5318,2014-04,-3.026359,53.492823,2,18,Chain,2,169
5319,2014-04,-3.025158,53.493022,6,38,Murder,2,169
5320,2014-04,-3.025158,53.493022,17,42,Kidnap,2,169
5321,2014-04,-3.023177,53.49339,8,6,Pick,2,169
5322,2014-04,-3.022493,53.484991,13,4,Robery,2,169
5323,2014-04,-3.023928,53.486363,0,41,Rape,2,169
5324,2014-04,-3.021245,53.4876,14,3,Violence and Offence,2,169
5325,2014-04,-3.028229,53.489751,5,42,Violence and Offence,2,169
5326,2014-04,-3.021633,53.484963,2,50,Murder,2,169
5327,2014-04,-3.023456,53.487419,21,28,Murder,2,169
5328,2014-04,-3.011509,53.487611,4,57,Chain,2,169
5329,2014-04,-3.010632,53.48876,12,49,Chain,2,169
5330,2014-04,-3.012627,53.486478,8,55,Kidnap,2,169
5331,2014-04,-3.012676,53.487277,5,24,Violence and Offence,2,169
5332,2014-04,-3.014621,53.485418,8,38,Pick,2,169
5333,2014-04,-3.014621,53.485418,11,10,Murder,2,169
5334,2014-04,-3.018827,53.481706,3,6,Pick,2,169
5335,2014-04,-3.021678,53.481798,1,55,Kidnap,2,169
5336,2014-04,-3.019375,53.483795,11,56,Kidnap,2,169
5337,2014-04,-3.012784,53.483591,7,20,Rape,2,169
5338,2014-04,-3.011744,53.482934,16,36,Chain,2,169
5339,2014-04,-3.011744,53.482934,5,26,Kidnap,2,169
5340,2014-04,-3.013168,53.483237,12,52,Pick,2,169
5341,2014-04,-3.011744,53.482934,11,9,Rape,2,169
5342,2014-04,-2.913358,53.483808,21,29,Kidnap,2,169
5343,2014-04,-2.914223,53.48479,22,39,Pick,2,169
5344,2014-04,-2.912262,53.48894,14,58,Chain,2,169
5345,2014-04,-2.909801,53.490118,20,20,Chain,2,169
5346,2014-04,-2.915477,53.487729,6,31,Pick,2,169
5347,2014-04,-2.914774,53.485909,15,21,Robery,2,169
5348,2014-04,-2.900599,53.504004,10,57,Murder,2,169
5349,2014-04,-2.911518,53.490779,2,47,Kidnap,2,169
5350,2014-04,-2.914357,53.489643,19,33,Pick,2,169
5351,2014-04,-2.944861,53.496345,16,37,Murder,2,169
5352,2014-04,-2.914063,53.48996,21,33,Robery,2,169
5353,2014-04,-2.944861,53.496345,7,54,Chain,2,169
5354,2014-04,-2.909184,53.504972,19,37,Violence and Offence,2,169
5355,2014-04,-2.910538,53.504845,11,44,Chain,2,169
5356,2014-04,-2.914357,53.489643,12,30,Rape,2,169
5357,2014-04,-2.92628,53.50076,12,17,Rape,2,169
5358,2014-04,-2.936937,53.483553,14,1,Chain,2,169
5359,2014-04,-2.93443,53.486081,0,38,Robery,2,169
5360,2014-04,-2.936937,53.483553,2,47,Violence and Offence,2,169
5361,2014-04,-2.936937,53.483553,19,10,HNT,2,169
5362,2014-04,-2.945222,53.486122,15,32,Robery,2,169
5363,2014-04,-2.936937,53.483553,21,15,Violence and Offence,2,169
5364,2014-04,-2.936937,53.483553,13,26,Robery,2,169
5365,2014-04,-2.936937,53.483553,8,37,HNT,2,169
5366,2014-04,-2.934572,53.485675,18,41,Chain,2,169
5367,2014-04,-2.939977,53.485417,3,25,Kidnap,2,169
5368,2014-04,-2.937827,53.48565,0,52,Chain,2,169
5369,2014-04,-2.936937,53.483553,17,6,Kidnap,2,169
5370,2014-04,-2.944859,53.486763,20,33,Pick,2,169
5371,2014-04,-2.937134,53.484289,9,33,Pick,2,169
5372,2014-04,-2.932518,53.479957,21,16,Rape,2,169
5373,2014-04,-2.934543,53.482988,12,19,Rape,2,169
5374,2014-04,-2.932518,53.479957,15,1,Rape,2,169
5375,2014-04,-2.932518,53.479957,15,29,Rape,2,169
5376,2014-04,-2.934543,53.482988,9,12,Pick,2,169
5377,2014-04,-2.932518,53.479957,10,10,Violence and Offence,2,169
5378,2014-04,-2.929548,53.477822,21,28,Rape,2,169
5379,2014-04,-2.929548,53.477822,18,44,Kidnap,2,169
5380,2014-04,-2.932518,53.479957,16,26,Violence and Offence,2,169
5381,2014-04,-2.925103,53.478558,4,25,Pick,2,169
5382,2014-04,-2.935289,53.479216,4,43,Kidnap,2,169
5383,2014-04,-2.933713,53.480172,5,43,Robery,2,169
5384,2014-04,-2.948153,53.483753,11,51,Chain,2,169
5385,2014-04,-2.950935,53.486193,17,51,Pick,2,169
5386,2014-04,-2.948153,53.483753,13,5,Chain,2,169
5387,2014-04,-2.94895,53.485715,15,10,Robery,2,169
5388,2014-04,-2.948153,53.483753,7,46,Murder,2,169
5389,2014-04,-2.948153,53.483753,10,55,Pick,2,169
5390,2014-04,-2.950935,53.486193,0,42,Kidnap,2,169
5391,2014-04,-2.94895,53.485715,8,47,Rape,2,169
5392,2014-04,-2.950935,53.486193,19,35,Kidnap,2,169
5393,2014-04,-2.948153,53.483753,1,32,Murder,2,169
5394,2014-04,-2.950935,53.486193,20,50,Murder,2,169
5395,2014-04,-2.953318,53.476862,20,33,Rape,2,169
5396,2014-04,-2.947198,53.472659,5,31,Pick,2,169
5397,2014-04,-2.948153,53.483753,22,37,Rape,2,169
5398,2014-04,-2.947198,53.472659,17,2,Violence and Offence,2,169
5399,2014-04,-2.948153,53.483753,17,15,Chain,2,169
5400,2014-04,-2.953318,53.476862,8,0,Pick,2,169
5401,2014-04,-2.950935,53.486193,15,33,Chain,2,169
5402,2014-04,-2.953318,53.476862,2,57,Chain,2,169
5403,2014-04,-2.953318,53.476862,0,41,Pick,2,169
5404,2014-04,-2.953318,53.476862,2,0,Pick,2,169
5405,2014-04,-2.950236,53.479188,13,21,HNT,2,169
5406,2014-04,-2.953318,53.476862,19,52,Pick,2,169
5407,2014-04,-2.949065,53.480743,4,30,Robery,2,169
5408,2014-04,-2.949065,53.480743,5,8,Rape,2,169
5409,2014-04,-2.947198,53.472659,7,58,Pick,2,169
5410,2014-04,-2.954771,53.479161,9,46,Pick,2,169
5411,2014-04,-2.948153,53.483753,9,52,Pick,2,169
5412,2014-04,-2.948153,53.483753,4,57,HNT,2,169
5413,2014-04,-2.949065,53.480743,11,41,Robery,2,169
5414,2014-04,-2.948153,53.483753,3,23,Pick,2,169
5415,2014-04,-2.949065,53.480743,11,2,Pick,2,169
5416,2014-04,-2.949065,53.480743,20,21,Kidnap,2,169
5417,2014-04,-2.949065,53.480743,3,38,Murder,2,169
5418,2014-04,-2.949065,53.480743,7,19,Kidnap,2,169
5419,2014-04,-2.948153,53.483753,3,19,Violence and Offence,2,169
5420,2014-04,-2.949065,53.480743,6,28,HNT,2,169
5421,2014-04,-2.948153,53.483753,1,56,HNT,2,169
5422,2014-04,-2.948153,53.483753,22,34,Chain,2,169
5423,2014-04,-2.949065,53.480743,9,35,Violence and Offence,2,169
5424,2014-04,-2.953318,53.476862,6,50,Rape,2,169
5425,2014-04,-2.953318,53.476862,19,37,Murder,2,169
5426,2014-04,-2.953318,53.476862,19,50,Pick,2,169
5427,2014-04,-2.953318,53.476862,8,18,Chain,2,169
5428,2014-04,-2.953318,53.476862,15,10,HNT,2,169
5429,2014-04,-2.953318,53.476862,1,2,Kidnap,2,169
5430,2014-04,-2.957079,53.473227,6,41,Chain,2,169
5431,2014-04,-2.9566,53.476737,21,23,HNT,2,169
5432,2014-04,-2.947198,53.472659,13,56,Murder,2,169
5433,2014-04,-2.94199,53.483792,11,49,HNT,2,169
5434,2014-04,-2.937678,53.482316,11,27,Robery,2,169
5435,2014-04,-2.94199,53.483792,18,48,Chain,2,169
5436,2014-04,-2.94199,53.483792,14,52,Violence and Offence,2,169
5437,2014-04,-2.94199,53.483792,6,6,Rape,2,169
5438,2014-04,-2.94199,53.483792,12,50,Chain,2,169
5439,2014-04,-2.941818,53.48552,15,1,Kidnap,2,169
5440,2014-04,-2.939998,53.482307,3,51,Violence and Offence,2,169
5441,2014-04,-2.94199,53.483792,0,8,Violence and Offence,2,169
5442,2014-04,-2.939998,53.482307,5,35,Murder,2,169
5443,2014-04,-2.94199,53.483792,8,17,Rape,2,169
5444,2014-04,-2.943627,53.483537,18,33,Chain,2,169
5445,2014-04,-2.94199,53.483792,1,22,Robery,2,169
5446,2014-04,-2.937678,53.482316,7,56,Violence and Offence,2,169
5447,2014-04,-2.937678,53.482316,8,24,HNT,2,169
5448,2014-04,-2.943239,53.483018,12,0,Pick,2,169
5449,2014-04,-2.94199,53.483792,5,15,Pick,2,169
5450,2014-04,-2.939998,53.482307,7,25,Murder,2,169
5451,2014-04,-2.94199,53.483792,11,46,Rape,2,169
5452,2014-04,-2.939998,53.482307,10,19,Pick,2,169
5453,2014-04,-2.940541,53.483678,8,18,Robery,2,169
5454,2014-04,-2.941818,53.48552,19,37,Pick,2,169
5455,2014-04,-2.941818,53.48552,19,15,HNT,2,169
5456,2014-04,-2.943239,53.483018,16,52,Chain,2,169
5457,2014-04,-2.959693,53.476245,6,43,Chain,2,169
5458,2014-04,-2.962621,53.480473,22,49,Violence and Offence,2,169
5459,2014-04,-2.959693,53.476245,13,33,Murder,2,169
5460,2014-04,-2.958156,53.474253,0,41,Kidnap,2,169
5461,2014-04,-2.958156,53.474253,3,7,Kidnap,2,169
5462,2014-04,-2.965171,53.481288,8,25,Rape,2,169
5463,2014-04,-2.958156,53.474253,0,18,Kidnap,2,169
5464,2014-04,-2.954483,53.489833,15,55,Robery,2,169
5465,2014-04,-2.953954,53.487724,1,13,Rape,2,169
5466,2014-04,-2.954814,53.487133,16,14,Robery,2,169
5467,2014-04,-2.952834,53.488866,7,43,HNT,2,169
5468,2014-04,-2.956898,53.483269,18,39,Violence and Offence,2,169
5469,2014-04,-2.95332,53.491712,1,15,Violence and Offence,2,169
5470,2014-04,-2.963305,53.492018,9,9,HNT,2,169
5471,2014-04,-2.964051,53.491014,8,16,Rape,2,169
5472,2014-04,-2.964051,53.491014,1,53,Rape,2,169
5473,2014-04,-3.035998,53.481963,1,57,HNT,2,169
5474,2014-04,-3.034091,53.481619,21,19,Chain,2,169
5475,2014-04,-3.040486,53.481861,4,21,Pick,2,169
5476,2014-04,-3.039745,53.482973,6,3,HNT,2,169
5477,2014-04,-3.043391,53.481107,20,10,Robery,2,169
5478,2014-04,-3.039745,53.482973,13,4,Kidnap,2,169
5479,2014-04,-3.039745,53.482973,3,42,HNT,2,169
5480,2014-04,-3.040973,53.48085,12,14,Pick,2,169
5481,2014-04,-3.039745,53.482973,10,44,Violence and Offence,2,169
5482,2014-04,-3.03408,53.47993,10,26,Chain,2,169
5483,2014-04,-3.034023,53.476362,20,17,Rape,2,169
5484,2014-04,-3.032334,53.470731,0,13,Chain,2,169
5485,2014-04,-3.033511,53.479467,13,16,Murder,2,169
5486,2014-04,-3.036372,53.48062,12,37,Pick,2,169
5487,2014-04,-3.028378,53.472239,4,14,Rape,2,169
5488,2014-04,-3.032334,53.470731,9,21,Pick,2,169
5489,2014-04,-3.03774,53.479269,18,45,HNT,2,169
5490,2014-04,-3.033511,53.479467,11,38,Pick,2,169
5491,2014-04,-3.032334,53.470731,20,41,HNT,2,169
5492,2014-04,-3.032334,53.470731,19,35,Kidnap,2,169
5493,2014-04,-3.032334,53.470731,10,27,Robery,2,169
5494,2014-04,-3.032334,53.470731,20,10,Murder,2,169
5495,2014-04,-3.029259,53.487459,2,55,Kidnap,2,169
5496,2014-04,-3.030023,53.487866,2,4,Pick,2,169
5497,2014-04,-3.030597,53.486701,17,24,Rape,2,169
5498,2014-04,-3.025387,53.488139,0,6,Pick,2,169
5499,2014-04,-3.031442,53.486119,9,32,Chain,2,169
5500,2014-04,-3.026078,53.489913,1,38,Chain,2,169
5501,2014-04,-3.029259,53.487459,8,54,Chain,2,169
5502,2014-04,-3.030623,53.488382,13,34,Violence and Offence,2,169
5503,2014-04,-3.035303,53.484378,1,47,Chain,2,169
5504,2014-04,-3.033798,53.484454,8,23,Robery,2,169
5505,2014-04,-3.035303,53.484378,12,55,Pick,2,169
5506,2014-04,-3.028913,53.484388,5,41,Murder,2,169
5507,2014-04,-3.033798,53.484454,22,43,Pick,2,169
5508,2014-04,-3.035303,53.484378,16,17,Violence and Offence,2,169
5509,2014-04,-3.033798,53.484454,10,36,Violence and Offence,2,169
5510,2014-04,-3.033798,53.484454,20,37,Kidnap,2,169
5511,2014-04,-3.031756,53.484768,8,38,Chain,2,169
5512,2014-04,-3.033798,53.484454,18,12,Chain,2,169
5513,2014-04,-3.031756,53.484768,10,21,Chain,2,169
5514,2014-04,-3.035968,53.485702,12,13,Violence and Offence,2,169
5515,2014-04,-3.033429,53.484169,5,24,Kidnap,2,169
5516,2014-04,-3.027281,53.486065,12,55,Pick,2,169
5517,2014-04,-3.031756,53.484768,11,34,Pick,2,169
5518,2014-04,-3.035303,53.484378,5,58,Pick,2,169
5519,2014-04,-3.031756,53.484768,16,55,Kidnap,2,169
5520,2014-04,-3.034223,53.486436,6,41,Murder,2,169
5521,2014-04,-3.033798,53.484454,2,38,Robery,2,169
5522,2014-04,-3.027281,53.486065,17,58,Pick,2,169
5523,2014-04,-3.033798,53.484454,5,5,Murder,2,169
5524,2014-04,-3.031756,53.484768,7,4,Violence and Offence,2,169
5525,2014-04,-2.962896,53.471985,7,41,Robery,2,169
5526,2014-04,-2.96387,53.475717,8,33,Kidnap,2,169
5527,2014-04,-2.964841,53.478028,6,42,Chain,2,169
5528,2014-04,-2.964564,53.47643,12,33,Rape,2,169
5529,2014-04,-2.964841,53.478028,9,32,Robery,2,169
5530,2014-04,-2.964564,53.47643,3,23,Violence and Offence,2,169
5531,2014-04,-2.969805,53.477673,8,16,HNT,2,169
5532,2014-04,-2.961798,53.475401,19,37,Murder,2,169
5533,2014-04,-2.966241,53.475994,15,29,Violence and Offence,2,169
5534,2014-04,-2.965369,53.478725,10,21,Murder,2,169
5535,2014-04,-2.965369,53.478725,18,8,Robery,2,169
5536,2014-04,-2.964841,53.478028,12,39,Pick,2,169
5537,2014-04,-2.966241,53.475994,1,26,Kidnap,2,169
5538,2014-04,-2.964001,53.474197,15,2,Violence and Offence,2,169
5539,2014-04,-2.964001,53.474197,12,10,Violence and Offence,2,169
5540,2014-04,-2.964001,53.474197,21,40,Robery,2,169
5541,2014-04,-2.964001,53.474197,16,38,Rape,2,169
5542,2014-04,-2.966241,53.475994,16,13,Murder,2,169
5543,2014-04,-2.964001,53.474197,4,15,Kidnap,2,169
5544,2014-04,-2.964841,53.478028,12,21,Violence and Offence,2,169
5545,2014-04,-2.964278,53.477107,6,18,Murder,2,169
5546,2014-04,-2.965369,53.478725,22,24,HNT,2,169
5547,2014-04,-2.967704,53.476018,22,55,Kidnap,2,169
5548,2014-04,-2.981453,53.486171,22,2,Violence and Offence,2,169
5549,2014-04,-2.966898,53.479027,2,16,Kidnap,2,169
5550,2014-04,-2.970419,53.483412,11,18,Rape,2,169
5551,2014-04,-2.968315,53.479708,5,15,Kidnap,2,169
5552,2014-04,-2.970661,53.482134,9,43,Pick,2,169
5553,2014-04,-2.967146,53.477353,17,43,Violence and Offence,2,169
5554,2014-04,-2.967146,53.477353,6,1,Rape,2,169
5555,2014-04,-2.966898,53.479027,11,21,Pick,2,169
5556,2014-04,-2.969193,53.487827,16,33,Robery,2,169
5557,2014-04,-2.966853,53.487666,9,35,HNT,2,169
5558,2014-04,-2.969193,53.487827,2,26,Robery,2,169
5559,2014-04,-2.959889,53.48827,6,8,Kidnap,2,169
5560,2014-04,-2.957504,53.488784,4,38,Murder,2,169
5561,2014-04,-2.957504,53.488784,15,12,Rape,2,169
5562,2014-04,-2.969193,53.487827,20,34,Kidnap,2,169
5563,2014-04,-2.968816,53.489133,22,35,Kidnap,2,169
5564,2014-04,-2.957504,53.488784,22,0,Pick,2,169
5565,2014-04,-2.970308,53.486469,8,41,Chain,2,169
5566,2014-04,-2.968816,53.489133,7,3,Kidnap,2,169
5567,2014-04,-2.970308,53.486469,8,12,Murder,2,169
5568,2014-04,-2.970309,53.48851,18,6,Robery,2,169
5569,2014-04,-2.957504,53.488784,10,42,Chain,2,169
5570,2014-04,-2.957504,53.488784,13,40,Kidnap,2,169
5571,2014-04,-2.957504,53.488784,12,22,Chain,2,169
5572,2014-04,-2.9735,53.487666,11,3,Pick,2,169
5573,2014-04,-2.9735,53.487666,13,41,Violence and Offence,2,169
5574,2014-04,-2.964119,53.485405,12,44,Pick,2,169
5575,2014-04,-2.964119,53.485405,18,37,Chain,2,169
5576,2014-04,-2.964119,53.485405,8,33,Chain,2,169
5577,2014-04,-2.97424,53.488397,20,57,Kidnap,2,169
5578,2014-04,-2.964119,53.485405,2,50,Murder,2,169
